Choice ID,Omaha Code,Column2,SNOMED CT concept ID,SNOMED CT,POC  Notes,KBS,Mapping Status,PR,Category,TG,CD,POC_INTRVN_ID,Pathway,PR ID,SSX ID,S&S,Goal PR,LTG Statement,LTG Topic,LTG ID,STG Statement,STG Topic,STG ID,Goal Notes
OMAHA,39.05,P,424268004,Reflex disturbances due to substance use (finding),,,PB0039,Substance use,Surveillance,,,Intv ID,,POC_PROB_ID,SS3905,Reflex disturbances,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,39.06,P,424461008,Behavior change due to substance use (finding),,,PB0039,Substance use,Surveillance,,,Intv ID,,POC_PROB_ID,SS3906,Behavior change,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,39.08,P,424626006,Misuse of over-the-counter medications (finding),,,PB0039,Substance use,Surveillance,,,Intv ID,,POC_PROB_ID,SS3908,Abuses over-the-counter/prescription medications,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,39.09,P,424848002,Recreational drug user (finding),,,PB0039,Substance use,Surveillance,,,Intv ID,,POC_PROB_ID,SS3909,Uses Street - Recreational Drugs,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46.07,P,34436003,Blood in urine (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,SS4607,Blood/Abnormal Color in Urine,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46.01,P,49650001,Dysuria (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,SS4601,Burning/painful urination,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46.01,P,58250006,Scalding pain on urination (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,SS4601,Burning/painful urination,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46.03,P,75088002,Urgent desire to urinate (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,SS4603,Urgency/Frequency of Urination,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46,P,106098005,Urinary system finding (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46.08,P,139394000,Nocturia (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,SS4608,Increased/Frequent Urination at Night/Nocturia,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46.03,P,162116003,Increased frequency of urination (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,SS4603,Urgency/Frequency of Urination,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46.02,P,165232002,Urinary incontinence (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,SS4602,Incontinent of urine,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46.09,P,167222005,Abnormal urinalysis (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,SS4609,Abnormal urinary laboratory results,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46.07,P,167239007,Urine color abnormal (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,SS4607,Blood/Abnormal Color in Urine,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46.04,P,281017002,Difficulty initiating bladder emptying (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,SS4604,Difficulty initiating urination,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46.05,P,300464001,Bladder emptying inefficient (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,SS4605,Difficulty emptying bladder,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,46.06,P,424786000,Abnormal amount of urine output (finding),,,PB0046,Urinary function,Surveillance,,,Intv ID,,POC_PROB_ID,SS4606,Abnormal Amount/lack of Urine,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.06,P,3585009,Blinking (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2006,Squinting/blinking/tearing/blurring,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.06,P,22066006,Strabismus (disorder),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2006,Squinting/blinking/tearing/blurring,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.07,P,23289000,Abnormal color vision (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2007,Difficulty differentiating colors,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.06,P,111516008,Blurring of visual image (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2006,Squinting/blinking/tearing/blurring,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.09,P,162277006,Sees flashes (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2009,Floaters/flashes,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.09,P,162278001,Floaters in visual field (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2009,Floaters/flashes,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.05,P,164728001,Visual testing abnormal (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2005,Abnormal results of vision screening test,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.06,P,193982009,Epiphora (disorder),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2006,Squinting/blinking/tearing/blurring,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.06,P,267094008,Has watering eyes (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2006,Squinting/blinking/tearing/blurring,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20,P,301978000,Finding of vision of eye (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.04,P,422677000,Absent response to visual stimuli (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2004,Absent/abnormal response to visual stimuli,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.04,P,422877002,Abnormal response to visual stimuli (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2004,Absent/abnormal response to visual stimuli,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.02,P,424348007,Difficulty seeing distant objects (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2002,Difficulty Seeing Distant Objects,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.03,P,424527009,Difficulty seeing close objects (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2003,Difficulty seeing close objects,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,20.01,P,424883003,Difficulty seeing small print (finding),,,PB0020,Vision,Surveillance,,,Intv ID,,POC_PROB_ID,SS2001,Difficulty Reading/Seeing Small Print/Calibrations,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
,,,,,,,,,,,,Intv ID,,POC_PROB_ID,,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
